type;label;cond;id;length;Lperf;hydr;nP;nM
mac;drag-4;l;115;2.50;NA;0;0;0
mac;drag-4;l;116;3.20;NA;0;0;0
mac;drag-4;l;117;2.70;NA;0;0;0
mac;drag-4;l;119;2.80;NA;0;0;0
mac;drag-4;l;120;3.20;NA;0;0;0
mac;drag-4;l;121;2.60;NA;0;0;0
mac;drag-2;l;123;2.60;NA;0;0;0
mac;drag-2;l;124;1.90;NA;0;0;0
mac;drag-2;l;125;2.10;NA;0;0;0
mac;drag-2;l;126;2.20;NA;0;0;0
mac;drag-2;l;127;2.10;NA;0;0;0
mac;drag-2;l;128;1.70;NA;0;0;0
mac;drag-2;l;140;9.10;NA;0;0;0
mac;drag-2;l;141;5.50;NA;0;0;0
mac;drag-2;l;146;6.90;NA;0;0;0
mac;drag-2;l;149;5.80;NA;0;0;0
mac;drag-2;l;150;6.20;NA;0;0;0
mac;drag-2;l;151;5.30;NA;0;0;0
mac;drag-2;l;152;5.00;NA;0;0;0
mac;drag-2;l;153;4.80;NA;0;0;0
mac;drag-2;l;155;2.30;NA;0;0;0
mac;drag-2;l;156;3.30;NA;0;0;0
mac;drag-2;l;157;6.70;NA;0;0;0
mac;drag-2;l;158;2.60;NA;0;0;0
mac;drag-2;l;159;7.60;NA;0;0;0
mac;drag-2;l;160;2.50;NA;0;0;0
mac;drag-2;l;161;2.80;NA;0;0;0
mac;drag-2;l;162;1.30;NA;0;0;0
mac;drag-2;l;163;2.30;NA;0;0;0
mac;drag-3;l;166;2.30;NA;0;0;0
mac;drag-3;l;167;2.60;NA;0;0;0
mac;drag-10;l;175;17.00;NA;0;0;0
mac;drag-10;l;213;3.90;NA;0;0;0
mac;drag-10;l;214;2.60;NA;0;0;0
mac;drag-10;l;218;2.80;NA;0;0;0
mac;drag-10;l;219;3.00;NA;0;0;0
mac;drag-10;l;220;3.90;NA;0;0;0
mac;drag-10;l;221;2.70;NA;0;0;0
mac;drag-10;l;222;4.30;NA;0;0;0
mac;drag-1;l;228;6.50;NA;0;0;0
mac;drag-1;l;230;8.70;NA;0;0;0
mac;drag-1;l;231;5.00;NA;0;0;0
mac;drag-1;l;233;19.80;NA;0;0;0
mac;drag-1;l;234;22.20;NA;0;0;0
mac;drag-1;l;235;23.50;NA;0;0;0
port;drag-4;l;236;14.30;NA;0;0;NA
port;drag-4;l;241;7.90;NA;0;0;NA
port;drag-4;l;243;14.20;NA;0;0;NA
port;drag-4;l;245;14.90;NA;0;0;NA
port;drag-4;l;250;2.60;NA;0;0;NA
port;drag-4;l;253;14.00;NA;0;0;NA
port;drag-4;l;254;9.40;NA;0;0;NA
port;drag-4;l;255;8.30;NA;0;0;NA
port;drag-4;l;259;5.00;NA;0;0;NA
port;drag-4;l;263;5.80;NA;0;0;NA
port;drag-4;l;264;2.10;NA;0;0;NA
port;drag-4;l;266;2.60;NA;0;0;NA
port;drag-4;l;268;14.20;NA;0;0;NA
port;drag-4;l;274;11.80;NA;0;0;NA
port;drag-4;l;278;5.00;NA;0;0;NA
port;drag-4;l;279;2.90;NA;0;0;NA
port;drag-4;l;280;3.10;NA;0;0;NA
port;drag-4;l;281;2.10;NA;0;0;NA
port;drag-4;l;282;2.00;NA;0;0;NA
port;drag-4;l;283;2.80;NA;0;0;NA
port;drag-4;l;284;2.80;NA;0;0;NA
port;drag-4;l;285;2.30;NA;0;0;NA
port;drag-4;l;286;2.40;NA;0;0;NA
port;drag-4;l;287;2.10;NA;0;0;NA
port;drag-4;l;288;2.30;NA;0;0;NA
port;drag-4;l;289;1.80;NA;0;0;NA
port;drag-4;l;290;2.50;NA;0;0;NA
port;drag-4;l;291;2.10;NA;0;0;NA
port;drag-4;l;292;2.20;NA;0;0;NA
port;drag-4;l;293;1.90;NA;0;0;NA
port;drag-4;l;294;1.90;NA;0;0;NA
port;drag-4;l;295;2.20;NA;0;0;NA
port;drag-4;l;296;1.90;NA;0;0;NA
port;drag-4;l;297;1.60;NA;0;0;NA
port;drag-4;l;298;1.50;NA;0;0;NA
port;drag-4;l;299;1.80;NA;0;0;NA
port;drag-10;l;309;12.20;NA;0;0;NA
port;drag-10;l;312;11.10;NA;0;0;NA
port;drag-10;l;317;12.30;NA;0;0;NA
port;drag-10;l;318;8.10;NA;0;0;NA
port;drag-10;l;319;8.40;NA;0;0;NA
port;drag-10;l;320;8.30;NA;0;0;NA
port;drag-10;l;322;9.90;NA;0;0;NA
port;drag-10;l;326;6.90;NA;0;0;NA
port;drag-10;l;329;2.80;NA;0;0;NA
port;drag-10;l;331;1.80;NA;0;0;NA
port;drag-10;l;332;6.90;NA;0;0;NA
port;drag-10;l;335;7.10;NA;0;0;NA
port;drag-10;l;336;2.40;NA;0;0;NA
port;drag-10;l;337;2.20;NA;0;0;NA
port;drag-10;l;338;3.10;NA;0;0;NA
port;drag-9;l;341;11.90;NA;0;0;NA
port;drag-9;l;363;9.10;NA;0;0;NA
port;drag-9;l;367;7.00;NA;0;0;NA
port;drag-9;l;368;5.20;NA;0;0;NA
port;drag-9;l;369;6.70;NA;0;0;NA
port;drag-9;l;370;2.60;NA;0;0;NA
port;drag-9;l;371;2.40;NA;0;0;NA
port;drag-9;l;374;2.70;NA;0;0;NA
port;drag-9;l;375;2.40;NA;0;0;NA
port;drag-9;l;376;3.70;NA;0;0;NA
port;drag-9;l;377;2.30;NA;0;0;NA
port;drag-9;l;378;1.80;NA;0;0;NA
port;drag-9;l;379;2.60;NA;0;0;NA
port;drag-9;l;380;2.30;NA;0;0;NA
port;drag-9;l;381;1.90;NA;0;0;NA
port;drag-9;l;382;2.20;NA;0;0;NA
port;drag-9;l;383;5.20;NA;0;0;NA
port;drag-9;l;384;2.30;NA;0;0;NA
port;drag-9;l;385;2.90;NA;0;0;NA
port;drag-9;l;386;2.00;NA;0;0;NA
port;drag-9;l;387;2.90;NA;0;0;NA
port;drag-9;l;388;2.80;NA;0;0;NA
port;drag-9;l;389;2.30;NA;0;0;NA
port;drag-9;l;390;2.80;NA;0;0;NA
port;drag-9;l;391;2.10;NA;0;0;NA
port;drag-9;l;392;2.50;NA;0;0;NA
port;drag-9;l;393;1.70;NA;0;0;NA
port;drag-9;l;395;1.80;NA;0;0;NA
port;drag-9;l;396;2.50;NA;0;0;NA
port;drag-9;l;398;2.10;NA;0;0;NA
port;drag-9;l;399;3.00;NA;0;0;NA
port;drag-9;l;402;6.80;NA;0;0;NA
port;drag-9;l;403;2.30;NA;0;0;NA
port;drag-9;l;407;2.70;NA;0;0;NA
port;drag-9;l;408;2.20;NA;0;0;NA
port;drag-9;l;409;4.60;NA;0;0;NA
port;drag-9;l;410;1.80;NA;0;0;NA
port;drag-9;l;411;2.20;NA;0;0;NA
port;drag-9;l;413;2.10;NA;0;0;NA
port;drag-9;l;414;3.00;NA;0;0;NA
port;drag-9;l;415;2.80;NA;0;0;NA
port;drag-9;l;416;2.50;NA;0;0;NA
port;drag-9;l;417;4.90;NA;0;0;NA
port;drag-9;l;418;2.30;NA;0;0;NA
port;drag-9;l;419;2.30;NA;0;0;NA
port;drag-9;l;420;2.90;NA;0;0;NA
port;drag-9;l;422;3.40;NA;0;0;NA
port;drag-9;l;423;1.80;NA;0;0;NA
port;drag-9;l;424;2.10;NA;0;0;NA
port;drag-9;l;426;2.80;NA;0;0;NA
port;drag-9;l;427;2.60;NA;0;0;NA
port;drag-9;l;429;2.30;NA;0;0;NA
port;drag-9;l;431;6.30;NA;0;0;NA
port;drag-9;l;432;1.90;NA;0;0;NA
port;drag-9;l;434;1.70;NA;0;0;NA
port;drag-9;l;435;1.80;NA;0;0;NA
mac;drag-9;l;442;4.60;NA;0;0;0
mac;drag-9;l;445;7.40;NA;0;0;0
mac;drag-9;l;451;2.30;NA;0;0;0
mac;drag-9;l;453;3.20;NA;0;0;0
mac;drag-9;l;454;3.90;NA;0;0;0
mac;drag-9;l;455;3.00;NA;0;0;0
mac;drag-9;l;458;5.30;NA;0;0;0
mac;drag-9;l;459;2.20;NA;0;0;0
mac;drag-9;l;461;4.20;NA;0;0;0
mac;drag-9;l;462;3.30;NA;0;0;0
mac;drag-9;l;464;2.50;NA;0;0;0
mac;drag-9;l;468;4.60;NA;0;0;0
mac;drag-9;l;471;3.00;NA;0;0;0
mac;drag-9;l;477;5.10;NA;0;0;0
mac;drag-9;l;478;5.40;NA;0;0;0
mac;drag-9;l;482;5.00;NA;0;0;0
mac;drag-9;l;483;2.60;NA;0;0;0
mac;drag-9;l;484;4.10;NA;0;0;0
mac;drag-9;l;486;4.80;NA;0;0;0
mac;drag-9;l;487;4.00;NA;0;0;0
mac;drag-9;l;492;3.20;NA;0;0;0
mac;drag-9;l;494;3.50;NA;0;0;0
mac;drag-9;l;496;3.80;NA;0;0;0
mac;drag-9;l;497;6.40;NA;0;0;0
mac;drag-9;l;502;3.00;NA;0;0;0
mac;drag-9;l;503;3.10;NA;0;0;0
mac;drag-9;l;505;4.60;NA;0;0;0
mac;drag-9;l;507;3.70;NA;0;0;0
mac;drag-9;l;509;4.20;NA;0;0;0
mac;drag-9;l;511;3.30;NA;0;0;0
mac;drag-9;l;512;3.10;NA;0;0;0
mac;drag-9;l;514;2.10;NA;0;0;0
mac;drag-9;l;515;3.20;NA;0;0;0
mac;drag-9;l;516;2.50;NA;0;0;0
mac;drag-9;l;517;3.50;NA;0;0;0
mac;drag-8;l;526;25.00;NA;0;0;0
mac;drag-8;l;528;21.00;NA;0;0;0
mac;drag-8;l;535;6.80;NA;0;0;0
mac;drag-8;l;537;6.70;NA;0;0;0
mac;drag-8;l;538;2.40;NA;0;0;0
mac;drag-8;l;539;7.90;NA;0;0;0
mac;drag-8;l;547;19.00;NA;0;0;0
mac;drag-8;l;548;7.30;NA;0;0;0
mac;drag-8;l;553;20.00;NA;0;0;0
mac;drag-8;l;560;9.50;NA;0;0;0
mac;drag-8;l;562;6.90;NA;0;0;0
mac;drag-8;l;563;2.70;NA;0;0;0
mac;drag-8;l;564;3.00;NA;0;0;0
mac;drag-8;l;565;4.50;NA;0;0;0
mac;drag-8;l;568;4.90;NA;0;0;0
mac;drag-7;l;571;4.70;NA;0;0;0
mac;drag-7;l;572;1.10;NA;0;0;0
mac;drag-7;l;573;1.10;NA;0;0;0
mac;drag-7;l;574;1.90;NA;0;0;0
mac;drag-7;l;575;2.20;NA;0;0;0
mac;drag-7;l;576;2.40;NA;0;0;0
mac;drag-7;l;577;2.80;NA;0;0;0
mac;drag-7;l;578;3.70;NA;0;0;0
mac;drag-7;l;579;1.10;NA;0;0;0
mac;drag-7;l;580;4.40;NA;0;0;0
mac;drag-7;l;581;1.60;NA;0;0;0
mac;drag-7;l;582;6.40;NA;0;0;0
mac;drag-7;l;583;4.50;NA;0;0;0
mac;drag-7;l;584;2.10;NA;0;0;0
mac;drag-7;l;585;0.70;NA;0;0;0
mac;drag-7;l;586;0.80;NA;0;0;0
mac;drag-7;l;587;1.20;NA;0;0;0
mac;drag-7;l;588;0.90;NA;0;0;0
mac;drag-3;l;590;2.30;NA;0;0;0
mac;drag-6;l;591;10.60;NA;0;0;0
mac;drag-6;l;595;2.80;NA;0;0;0
mac;drag-10;s;596;14.60;NA;0;NA;NA
mac;drag-10;s;597;14.50;NA;0;NA;NA
mac;drag-10;s;598;13.70;NA;0;NA;NA
mac;drag-10;s;599;11.00;NA;0;NA;NA
mac;drag-1;s;600;NA;NA;0;NA;NA
mac;drag-1;s;601;NA;NA;0;NA;NA
mac;drag-3;s;603;NA;NA;0;NA;NA
port;drag-4;s;604;7.90;NA;0;NA;NA
port;drag-4;s;605;8.70;NA;0;NA;NA
port;drag-4;s;606;10.10;NA;0;NA;NA
port;drag-4;s;607;7.60;NA;0;NA;NA
port;drag-4;s;609;12.00;NA;0;NA;NA
port;drag-4;s;612;8.20;NA;0;NA;NA
port;drag-4;s;613;15.60;NA;0;NA;NA
port;drag-4;s;614;6.10;NA;0;NA;NA
port;drag-4;s;615;11.10;NA;0;NA;NA
port;drag-4;s;616;13.70;NA;0;NA;NA
port;drag-4;s;617;13.40;NA;0;NA;NA
port;drag-4;s;618;13.50;NA;0;NA;NA
port;drag-4;s;619;7.80;NA;0;NA;NA
port;drag-4;s;620;8.30;NA;0;NA;NA
port;drag-4;s;623;10.80;NA;0;NA;NA
port;drag-4;s;624;7.40;NA;0;NA;NA
port;drag-4;s;626;13.10;NA;0;NA;NA
port;drag-4;s;627;9.60;NA;0;NA;NA
port;drag-4;s;628;8.80;NA;0;NA;NA
port;drag-4;s;629;10.80;NA;0;NA;NA
port;drag-4;s;630;8.00;NA;0;NA;NA
port;drag-4;s;633;6.40;NA;0;NA;NA
port;drag-4;s;634;5.60;NA;0;NA;NA
port;drag-4;s;635;6.30;NA;0;NA;NA
port;drag-4;s;637;7.60;NA;0;NA;NA
port;drag-4;s;638;5.00;NA;0;NA;NA
port;drag-4;s;639;2.70;NA;0;NA;NA
port;drag-4;s;640;11.20;NA;0;NA;NA
port;drag-4;s;641;8.60;NA;0;NA;NA
port;drag-4;s;642;7.60;NA;0;NA;NA
port;drag-4;s;643;10.30;NA;0;NA;NA
port;drag-4;s;644;6.50;NA;0;NA;NA
port;drag-4;s;645;8.40;NA;0;NA;NA
port;drag-4;s;646;6.10;NA;0;NA;NA
port;drag-4;s;647;7.60;NA;0;NA;NA
port;drag-4;s;648;6.80;NA;0;NA;NA
port;drag-4;s;649;8.80;NA;0;NA;NA
port;drag-4;s;651;2.30;NA;0;NA;NA
port;drag-4;s;652;8.00;NA;0;NA;NA
port;drag-4;s;653;6.30;NA;0;NA;NA
port;drag-4;s;654;10.10;NA;0;NA;NA
port;drag-4;s;655;4.80;NA;0;NA;NA
port;drag-4;s;657;8.80;NA;0;NA;NA
port;drag-4;s;658;6.80;NA;0;NA;NA
port;drag-4;s;659;6.90;NA;0;NA;NA
port;drag-4;s;660;8.70;NA;0;NA;NA
port;drag-4;s;662;7.00;NA;0;NA;NA
port;drag-4;s;663;8.10;NA;0;NA;NA
port;drag-4;s;664;4.10;NA;0;NA;NA
port;drag-4;s;665;9.00;NA;0;NA;NA
port;drag-4;s;666;7.50;NA;0;NA;NA
port;drag-4;s;667;5.70;NA;0;NA;NA
port;drag-4;s;668;9.60;NA;0;NA;NA
port;drag-4;s;669;10.00;NA;0;NA;NA
port;drag-4;s;670;9.00;NA;0;NA;NA
port;drag-4;s;671;5.00;NA;0;NA;NA
port;drag-4;s;673;7.20;NA;0;NA;NA
port;drag-4;s;675;7.20;NA;0;NA;NA
port;drag-4;s;676;8.20;NA;0;NA;NA
port;drag-4;s;677;9.00;NA;0;NA;NA
port;drag-4;s;678;6.00;NA;0;NA;NA
port;drag-4;s;679;4.90;NA;0;NA;NA
port;drag-4;s;680;4.70;NA;0;NA;NA
port;drag-4;s;681;5.20;NA;0;NA;NA
port;drag-4;s;682;9.50;NA;0;NA;NA
port;drag-4;s;683;5.90;NA;0;NA;NA
port;drag-4;s;684;2.80;NA;0;NA;NA
port;drag-4;s;685;6.00;NA;0;NA;NA
port;drag-4;s;686;5.10;NA;0;NA;NA
port;drag-4;s;687;4.50;NA;0;NA;NA
port;drag-10;s;688;8.50;NA;0;NA;NA
port;drag-10;s;689;10.40;NA;0;NA;NA
port;drag-10;s;691;9.60;NA;0;NA;NA
port;drag-10;s;692;9.70;NA;0;NA;NA
port;drag-10;s;693;9.00;NA;0;NA;NA
port;drag-10;s;694;6.90;NA;0;NA;NA
port;drag-10;s;695;10.60;NA;0;NA;NA
port;drag-10;s;697;11.10;NA;0;NA;NA
port;drag-10;s;698;12.20;NA;0;NA;NA
port;drag-10;s;699;9.50;NA;0;NA;NA
port;drag-10;s;700;9.70;NA;0;NA;NA
port;drag-10;s;701;7.20;NA;0;NA;NA
port;drag-10;s;702;14.70;NA;0;NA;NA
port;drag-10;s;703;7.10;NA;0;NA;NA
port;drag-10;s;706;6.70;NA;0;NA;NA
port;drag-10;s;708;7.50;NA;0;NA;NA
port;drag-10;s;709;8.60;NA;0;NA;NA
port;drag-10;s;710;5.20;NA;0;NA;NA
port;drag-10;s;712;6.90;NA;0;NA;NA
port;drag-10;s;716;8.30;NA;0;NA;NA
port;drag-10;s;717;10.10;NA;0;NA;NA
port;drag-10;s;718;4.80;NA;0;NA;NA
port;drag-10;s;719;8.10;NA;0;NA;NA
port;drag-10;s;720;8.00;NA;0;NA;NA
port;drag-10;s;721;4.10;NA;0;NA;NA
port;drag-10;s;723;5.80;NA;0;NA;NA
port;drag-10;s;724;5.50;NA;0;NA;NA
port;drag-10;s;725;8.30;NA;0;NA;NA
port;drag-10;s;726;7.40;NA;0;NA;NA
port;drag-10;s;727;7.90;NA;0;NA;NA
port;drag-10;s;728;7.90;NA;0;NA;NA
port;drag-9;s;730;11.50;NA;0;NA;NA
port;drag-9;s;731;9.50;NA;0;NA;NA
port;drag-9;s;734;10.50;NA;0;NA;NA
port;drag-9;s;736;17.50;NA;0;NA;NA
port;drag-9;s;737;12.40;NA;0;NA;NA
port;drag-9;s;738;11.20;NA;0;NA;NA
port;drag-9;s;739;12.10;NA;0;NA;NA
port;drag-9;s;744;11.40;NA;0;NA;NA
port;drag-9;s;745;7.00;NA;0;NA;NA
port;drag-9;s;746;12.00;NA;0;NA;NA
port;drag-9;s;747;3.90;NA;0;NA;NA
port;drag-9;s;749;6.00;NA;0;NA;NA
port;drag-9;s;750;7.10;NA;0;NA;NA
port;drag-9;s;751;11.60;NA;0;NA;NA
port;drag-9;s;752;8.90;NA;0;NA;NA
port;drag-9;s;754;9.90;NA;0;NA;NA
port;drag-9;s;755;9.30;NA;0;NA;NA
port;drag-9;s;756;7.60;NA;0;NA;NA
port;drag-9;s;757;7.40;NA;0;NA;NA
port;drag-9;s;758;4.30;NA;0;NA;NA
port;drag-9;s;759;9.80;NA;0;NA;NA
port;drag-9;s;760;9.40;NA;0;NA;NA
port;drag-9;s;762;8.60;NA;0;NA;NA
port;drag-9;s;763;9.30;NA;0;NA;NA
port;drag-9;s;764;10.00;NA;0;NA;NA
port;drag-9;s;765;10.70;NA;0;NA;NA
port;drag-9;s;766;11.30;NA;0;NA;NA
port;drag-9;s;767;6.50;NA;0;NA;NA
port;drag-9;s;768;8.10;NA;0;NA;NA
port;drag-9;s;769;3.80;NA;0;NA;NA
port;drag-9;s;771;13.30;NA;0;NA;NA
port;drag-9;s;773;11.50;NA;0;NA;NA
port;drag-9;s;774;8.10;NA;0;NA;NA
port;drag-9;s;775;4.70;NA;0;NA;NA
mac;drag-9;s;778;13.60;NA;0;NA;NA
port;drag-8;s;780;16.50;NA;0;NA;NA
port;drag-8;s;781;9.50;NA;0;NA;NA
port;drag-8;s;783;16.20;NA;0;NA;NA
port;drag-8;s;785;4.30;NA;0;NA;NA
mac;drag-8;s;787;16.20;NA;0;NA;NA
mac;drag-8;s;788;22.00;NA;0;NA;NA
mac;drag-8;s;789;18.00;NA;0;NA;NA
mac;drag-8;s;791;21.00;NA;0;NA;NA
mac;drag-8;s;792;3.60;NA;0;NA;NA
mac;drag-3;s;793;2.20;NA;0;NA;NA
mac;drag-10;p;794;14.90;1.5;0;NA;NA
mac;drag-10;p;795;16.10;NA;0;NA;NA
mac;drag-10;p;796;12.60;1.6;0;NA;NA
mac;drag-10;p;797;17.30;NA;0;NA;NA
mac;drag-10;p;798;9.30;1.4;0;NA;NA
mac;drag-10;p;799;11.60;NA;0;NA;NA
mac;drag-10;p;800;16.20;NA;0;NA;NA
port;drag-4;p;801;7.20;0.8;0;NA;NA
port;drag-4;p;803;10.20;1.6;0;NA;NA
port;drag-4;p;804;7.30;0.7;0;NA;NA
port;drag-4;p;806;7.80;0.9;0;NA;NA
port;drag-4;p;807;8.30;1.1;0;NA;NA
port;drag-4;p;808;5.70;1.4;0;NA;NA
port;drag-4;p;809;6.30;1.1;0;NA;NA
port;drag-4;p;810;9.90;0.7;0;NA;NA
port;drag-4;p;812;7.60;1.7;0;NA;NA
port;drag-4;p;813;10.00;1.2;0;NA;NA
port;drag-4;p;814;12.10;NA;0;NA;NA
port;drag-4;p;815;11.00;1.3;0;NA;NA
port;drag-4;p;816;7.00;NA;0;NA;NA
port;drag-4;p;817;9.10;1.6;0;NA;NA
port;drag-4;p;818;6.40;0.7;0;NA;NA
port;drag-10;p;819;14.00;1.1;0;NA;NA
port;drag-10;p;820;11.90;1.6;0;NA;NA
port;drag-10;p;821;12.80;1.2;0;NA;NA
port;drag-10;p;822;10.10;1.3;0;NA;NA
port;drag-10;p;823;12.70;1.4;0;NA;NA
port;drag-10;p;825;3.00;1.1;0;NA;NA
port;drag-10;p;826;9.00;1;0;NA;NA
port;drag-10;p;830;14.70;1.4;0;NA;NA
port;drag-10;p;832;11.60;2;0;NA;NA
port;drag-10;p;834;9.10;1.5;0;NA;NA
port;drag-10;p;835;10.60;1.7;0;NA;NA
port;drag-10;p;836;6.80;1.2;0;NA;NA
port;drag-10;p;837;9.20;1.6;0;NA;NA
port;drag-10;p;838;9.50;NA;0;NA;NA
port;drag-10;p;839;7.20;NA;0;NA;NA
port;drag-9;p;842;9.40;0.6;0;NA;NA
port;drag-9;p;847;10.50;1.8;0;NA;NA
port;drag-9;p;848;3.30;0.3;0;NA;NA
port;drag-9;p;849;1.40;0.3;0;NA;NA
mac;drag-9;p;850;18.30;NA;0;NA;NA
mac;drag-9;p;851;5.60;1.5;0;NA;NA
port;drag-8;p;853;10.10;0.8;0;NA;NA
mac;drag-8;p;854;20.00;1.9;0;NA;NA
mac;drag-7;p;855;19.00;1.7;0;NA;NA
mac;drag-6;p;856;8.80;0.7;0;NA;NA
